,title,link,image,author,price,discount,publisher,isbn,description,pubdate
40,완득이,http://book.naver.com/bookdb/book_detail.php?bid=4454721,https://bookthumb-phinf.pstatic.net/cover/044/547/04454721.jpg?type=m1&udate=20130405,김려령,12800,11520,창비,8936433636 9788936433635,"2007년 &lt;기억을 가져온 아이&gt;로 마해송문학상을, &lt;내 가슴에 해마가 산다&gt;로 문학동네어린이문학상을 수상하며 주목해야 할 신인의 등장을 알린 김려령의 작품이다. 주인공 완득이는 가난한 집 아들에 공부도 못하지만, 싸움만큼은 누구에게도 지지 않는 열일곱 소년.",20080321
41,이방인 (2020 개정판)(양장) (개정판),http://book.naver.com/bookdb/book_detail.php?bid=16236897,https://bookthumb-phinf.pstatic.net/cover/162/368/16236897.jpg?type=m1&udate=20200908,알베르 카뮈,14500,13050,새움,1190473089 9791190473088,"“우리가 읽은 〈이방인〉은 카뮈의 〈이방인〉이 아니었다!”는 다분히 도발적인 카피를 앞세운 이 책은 번역계는 물론 일반인들까지 합세한 치열한... 그럼에도 6년 전 출간된 이정서의 〈이방인〉이 큰 관심과 주목을 끈 것은 “실제로” 직역을 통해 기존의 〈이방인〉과는 다른 〈이방인〉, 일반 독자들이... ",20200128
42,마당을 나온 암탉(출간 20주년 특별판) (출간 20주년 특별판),http://book.naver.com/bookdb/book_detail.php?bid=16342095,https://bookthumb-phinf.pstatic.net/cover/163/420/16342095.jpg?type=m1&udate=20201028,황선미,15000,13500,사계절,1160946620 9791160946628,그런가 하면 천적 관계에 있는 족제비와 잎싹이 어린 자식을 보호해야 하는 어른으로서 보여 준 ‘연대와 공감’에 놀라움을 표하기도 했다. 미국과 영국에서는 일반소설로 번역되어 나온 이 작품은 성인들의 시선에서 보면 더 큰 공감을 얻을 수 있다.,20200429
43,우리는 사랑일까,http://book.naver.com/bookdb/book_detail.php?bid=1967233,https://bookthumb-phinf.pstatic.net/cover/019/672/01967233.jpg?type=m1&udate=20180327,알랭 드 보통,14000,12600,은행나무,8956601372 9788956601373,"남녀 간의 연애심리를 독특하게 분석한 지적인 연애소설!  연애의 진행과정을 담아낸 알랭 드 보통의 지적인 연애소설 『우리는 사랑일까』. &lt;왜 나는 너를 사랑하는가&gt;와 &lt;너를 사랑한다는 건&gt;에 이은 '사랑과 인간관계 3부작'의 하나로, 3부작 중에서 여주인공의 시선으로 그려진 유일한 책이다. 20대... ",20110310
44,"교실이, 혼자가 될 때까지 (아사쿠라 아키나리 장편소설)",http://book.naver.com/bookdb/book_detail.php?bid=17523833,https://bookthumb-phinf.pstatic.net/cover/175/238/17523833.jpg?type=m1&udate=20201209,아사쿠라 아키나리,15000,13500,블루홀식스(블루홀6),1189571366 9791189571368,"제20회 본격미스터리대상 후보작, 제73회 일본추리작가협회상 후보에 동시에 노미네이트된 아사쿠라 아키나리의 《교실이, 혼자가 될 때까지》가 블루홀식스에서 출간되었다. 반전의 제왕! 이야기의 힘! 나카야마 시치리의 작품과 오승호(고 가쓰히로), 하야사카 야부사카, 이시모치 아사미, 시즈쿠이 슈스케... ",20201130
45,티모시의 유산,http://book.naver.com/bookdb/book_detail.php?bid=3105577,https://bookthumb-phinf.pstatic.net/cover/031/055/03105577.jpg?type=m1&udate=20150725,시오도어 테일러,8500,7650,뜨인돌출판사,8958071842 9788958071846,"두 눈을 잃고 나서야 비로소 소년은 진짜 세상을 보게 되었다

'생존'을 위한 몸부림 속에서 백인 소년과 흑인 노인이 피워낸 우정 이야기. 제2차 세계대전 당시, 화물선을 타고 가던 필립은 독일 전함의 공격으로 엄마와 헤어지게 되고 부상 후유증으로 시력마저 잃는다. 필립은 생명의 은인인 흑인 노인... ",20070921
46,타워 (배명훈 연작소설집),http://book.naver.com/bookdb/book_detail.php?bid=16273190,https://bookthumb-phinf.pstatic.net/cover/162/731/16273190.jpg?type=m1&udate=20200318,배명훈,13000,11700,문학과지성사,8932036012 9788932036014,"배명훈을 ‘2000년대 한국의 SF에서 가장 주목받을 만한 젊은 작가’(복도훈)로 단번에 부상시킨 그의 대표작 『타워』는 SF 소설 마니아를 넘어 일반 독자와 한국 문학계 전반의 시선을 끌기에 충분했다. 절판되고 나서 한동안 중고가가 정가의 다섯 배 이상 치솟기도 하여, 독자의 꾸준한 관심과 시장의... ",20200220
47,줄리아나 도쿄 (한정현 장편소설),http://book.naver.com/bookdb/book_detail.php?bid=14477501,https://bookthumb-phinf.pstatic.net/cover/144/775/14477501.jpg?type=m1&udate=20200908,한정현,12000,10800,스위밍꿀,1196074429 9791196074425,"이 클럽은 특히 일반 무대보다 높은 단상으로 유명했고, 여성들은 모두가 우러러보는 이 단상 위에 올라가 춤을 추었다. 저자는 줄리아나 도쿄를 직접 체험한 적 없는, 1980년 이후 태생인 인물들에게 그 흔적만을 쥐여 준다. 한주, 유키노, 김추는 각각 식당에서 우연히 본 가요 프로그램, 서랍 속의 오래된 사진 한... ",20190131
48,사랑 없는 세계 (미우라 시온 장편소설),http://book.naver.com/bookdb/book_detail.php?bid=16237148,https://bookthumb-phinf.pstatic.net/cover/162/371/16237148.jpg?type=m1&udate=20200523,미우라 시온,15800,14220,은행나무,1190492245 9791190492249,"“식물 연구 활동에 대한 정확한 묘사를 통해 일반 사회에 식물학을 잘 알렸다”는 수상 이유에서 알 수 있듯이, 꼼꼼한 답사와 취재를 바탕으로 완성된 이 소설은 문학적 상상력에 과학적 사실까지 더해져 완성도 높은 서사를 자랑한다.",20200129
49,침이 고인다,http://book.naver.com/bookdb/book_detail.php?bid=3118114,https://bookthumb-phinf.pstatic.net/cover/031/181/03118114.jpg?type=m1&udate=20161201,김애란,13000,11700,문학과지성사,8932018049 9788932018041,"그렇고 그런 일상에 단물처럼 고이는 이야기들《달려라, 아비》의 작가, 김애란의 신작 소설집. 총 8편이 수록된 이번 작품집에는 주인공들의 비루한 일상이 투명한 감성과 위트 넘치는 문체로 담겨 있다. 작가는 전작들의 공간적 배경이 되었던 편의점과 원룸에서 더 나아가 여인숙, 반지하 방 등 더 낮고 누추한... ",20070928
50,"슬레이어즈 퍼스트 박스 세트 1~16 - 전16권 (30주년 기념 슬레이어즈, NT Novel)",http://book.naver.com/bookdb/book_detail.php?bid=17591367,https://bookthumb-phinf.pstatic.net/cover/175/913/17591367.jpg?type=m1&udate=20201223,칸자카 하지메,112000,100800,니들북,113625658X 9791136256584,"라이트노벨이라는 장르가 일반 대중에게 알려지는 데 가장 큰 영향력을 행사한 금자탑과 같은 작품이다.

자칭 천재 미소녀 마도사인 주인공 리나 인버스는 “세계를 돌아보고 오라”는 언니의 한마디를 계기로 여행길에 나선다. 여행 도중 우연히 만난 가우리 가브리에프와 콤비를 이루고, 새로운 동료가... ",20201215
51,빌리 밀리건 (스물네 개의 인격을 가진 사나이),http://book.naver.com/bookdb/book_detail.php?bid=2957972,https://bookthumb-phinf.pstatic.net/cover/029/579/02957972.jpg?type=m1&udate=20180619,대니얼 키스,14800,13320,황금부엉이,8960301450 9788960301450,"내 몸과 마음속에 24명의 '다른 사람'이 살고 있다면?1977년 납치와 강간 혐의로 기소됐다가 다중인격장애와 정신이상으로 무죄 혐의를 받은 '빌리 밀리건'의 일대기를 소설 형식으로 구성한 논픽션.  &lt;앨저넌에게 꽃을&gt;의 작가 다니엘 키스가 집필했으며, 인간 정신, 인격, 자아에 관한 전혀 새로운 지평을... ",20070720
52,흑소 소설 (黑笑小說),http://book.naver.com/bookdb/book_detail.php?bid=16379611,https://bookthumb-phinf.pstatic.net/cover/163/796/16379611.jpg?type=m1&udate=20200620,히가시노 게이고,14800,13320,재인,8990982898 9788990982896,"일반 독자에게는 이 네 편의 내용이 그저 웃기기만 할지도 모르지만, 여기에는 소설가의 고독한 울부짖음이 새겨져 있다. ‘홀로 한 자 한 자 뽑아내는 작업이 얼마나 고통스러운지 알고는 있느냐, 이 녀석들아.’라고 히가시노 게이고는 외치고 있는 것이다.",20200531
53,밤의 피크닉,http://book.naver.com/bookdb/book_detail.php?bid=1886461,https://bookthumb-phinf.pstatic.net/cover/018/864/01886461.jpg?type=m1&udate=20190730,온다 리쿠,12000,10800,북폴리오,8937830892 9788937830891,"밤을 새워 80킬로미터를 걷는 「야간보행제」.&#x0D;그날 그 하룻밤의 사건은, 틀림없는 기적이었다.&#x0D;&#x0D;일본 서점 직원들이 선정하는, 제2회 서점대상 수상작. 이 상은 기존의 문학상이 독자를 책에서 멀어지게 한다는 진단에서 생겨난 상으로, 독자들과 직접 만나는 서점 직원들이 선정한 좋은 책이라는... ",20050905
54,전생했더니 슬라임이었던 건에 대하여 8,http://book.naver.com/bookdb/book_detail.php?bid=11445279,https://bookthumb-phinf.pstatic.net/cover/114/452/11445279.jpg?type=m1&udate=20161217,후세,9800,8820,소미미디어,1157106129 9791157106127,"알리면서, 자신이 맹주로서 다스리고 있는 나라인 이 템페스트에서 대규모 축제를 개최하는 것. 최고 수준의 접대와 오락거리를 제공하기 위해 마왕 이하 간부들부터 말단인 일반 시민, 그리고 작은 마왕인 라미리스까지 참가하면서, 총력을 기울인 준비가 시작됐다. 과연 템페스트 축제는 무사히 개최될 것인가?!",20170101
55,일본 근대 아동문학 걸작선,http://book.naver.com/bookdb/book_detail.php?bid=17718052,https://bookthumb-phinf.pstatic.net/cover/177/180/17718052.jpg?type=m1&udate=20210105,아쿠타가와 류노스케,16000,14400,역락,1162446293 9791162446294,"이제 일본의 아동문학에 대한 일반 독자들의 체계적·객관적·역사적 이해가 필요한 때라고 생각된다. 그것은 한국의 아동문학과도 깊은 관계가 있기 때문이다.
여기에 실린 동화 10편과 동요 20편은 대부분 다이쇼시대(大正時代, 1912~1926)에 발표된 것이다. 이 시기는 한국 아동문학의 성립기에... ",20201224
56,시계태엽 오렌지 (세계문학전집 112),http://book.naver.com/bookdb/book_detail.php?bid=1490613,https://bookthumb-phinf.pstatic.net/cover/014/906/01490613.jpg?type=m1&udate=20130128,앤서니 버지스,10000,9000,민음사,8937461129 9788937461125,이야기의 후반부는 무거운 죄질 때문에 일반 교도소에 수감된 알렉스가 교도소에서 벗어나기 위해 국가가 지원하는 새로운 교도 방식 루도비코 요법의 실험 대상에 자원하는 내용을 다룬다. 저자에 의하면 루도비코 요법이란 조건반사 원리에 바탕을 둔 세뇌 훈련이다. 　저자는 알렉스가 보여주는 폭력적 자유와... ,20050105
57,바리데기,http://book.naver.com/bookdb/book_detail.php?bid=2954327,https://bookthumb-phinf.pstatic.net/cover/029/543/02954327.jpg?type=m1&udate=20070702,황석영,13000,11700,창비,893643358X 9788936433581,거장 황석영의 4년 만의 신작 장편대륙과 대양을 넘어 전 세계인과 함께 읽는 한국소설!한겨레에 연재되어 온·오프라인에서 뜨거운 호응을 얻었던 황석영의 「바리데기」가 출간된다. 소설가 공지영은 이 작품을 읽고 “절망 이길 힘을 보았다. 소설이 언제 끝나는지도 모를 정도로 재미있었다. 타국에서 우리... ,20070713
58,사랑 후에 오는 것들,http://book.naver.com/bookdb/book_detail.php?bid=1995443,https://bookthumb-phinf.pstatic.net/cover/019/954/01995443.jpg?type=m1&udate=20200327,츠지 히토나리,12000,10800,소담출판사,8973818708 9788973818709,"한국과 일본의 두 작가가 만나 완성한 사랑 소설 두 편. 남녀가 이별하고, 슬픔을 삭이고, 다시 만나고, 사랑하는 과정을 아름답게 묘사했다. 베스트셀러 작가인 공지영과 츠지 히토나리가 그려낸 남녀의 ‘다르면서도 같은’ 마음.&#x0D;&#x0D;한국 여자와 일본 남자가 만나 사랑하는 이야기를 그린 이 두 권의... ",20051220
59,남쪽으로 튀어! 2,http://book.naver.com/bookdb/book_detail.php?bid=2497008,https://bookthumb-phinf.pstatic.net/cover/024/970/02497008.jpg?type=m1&udate=20130405,오쿠다 히데오,11500,10350,은행나무,8956601623 9788956601625,"현대인들에게 통쾌하고도 유쾌한 처방전을 제시해준 &lt;공중그네&gt;, &lt;인 더 풀&gt;의 작가 오쿠다 히데오가 선사하는 또 하나의 감동 코미디. 사회주의 학생운동에 헌신하다가 우여곡절 끝에 아나키스트로 분파한 아버지를 둔 사춘기 소년 우에하라 지로의 일상을 그린 성장소설로, 도저히 이해할 수 없는... ",20060715
60,달의 궁전,http://book.naver.com/bookdb/book_detail.php?bid=111223,https://bookthumb-phinf.pstatic.net/cover/001/112/00111223.jpg?type=m1&udate=20130203,폴 오스터,12800,11520,열린책들,893290281X 9788932902814,"'삶의 현실과 비현실의 훌륭한 혼합'이라는 평을 받는 이 책은, 자신의 삶을 극단으로 몰아감으로써 인생을 배워 나가는 세 탐구자의 초상을 그려낸 멋진 소설이다.

혼잡한 현대도시에서 황량한 변경에 이르기까지, 미국 전역을 배경으로 주인공 3대의 개인사가 펼쳐진다. 그들 모두는 이지러졌다가 다시 차는... ",20000315
61,세계 대전 Z,http://book.naver.com/bookdb/book_detail.php?bid=4600455,https://bookthumb-phinf.pstatic.net/cover/046/004/04600455.jpg?type=m1&udate=20140715,맥스 브룩스,12000,10800,황금가지,8960171379 9788960171374,"세계 각국의 정, 제계 인사와 군사전문가, 과학자, 일반 생존자 등 다양한 인종과 직업의 사람들이 모였다. 이들이 모인 이유는 UN의 ‘전후 보고서’ 때문이다. 소설은 이 사람들을 만나 인터뷰를 기록하는 방식으로 진행된다. 다큐멘터리 형식을 취하고 있는 소설은 좀비 전염병의 발단에서부터 모든 상황이... ",20080612
62,누가 내 모습을 훔쳤을까(아름다운 청소년 23) (타니아 로이드 치 장편소설),http://book.naver.com/bookdb/book_detail.php?bid=16367858,https://bookthumb-phinf.pstatic.net/cover/163/678/16367858.jpg?type=m1&udate=20201021,타니아 로이드 치,12000,10800,별숲,899779888X 9788997798889,"경찰, 기업, 은행, 언론사뿐만 아니라 일반 가정에서도 감시 카메라를 설치하기 때문이다. 전문가들은 전 세계에 2억 대가 넘는 감시 카메라가 작동하고 있을 거라고 추산한다. 이 수많은 렌즈들은 우리 삶에 어떤 영향을 미치고 있을까? 감시 카메라로 촬영된 CCTV 영상은 범죄 수사 현장뿐만 아니라... ",20200605
63,레미제라블 (인간의 영혼을 울리는 사랑),http://book.naver.com/bookdb/book_detail.php?bid=14068432,https://bookthumb-phinf.pstatic.net/cover/140/684/14068432.jpg?type=m1&udate=20201013,빅토르 위고,12700,11430,서교출판사,118588999X 9791185889993,"원작의 방대한 분량에 부담을 느끼거나 고전 읽기의 필요성을 느끼면서도 시간에 쫓기는 일반 독자와 청소년들을 위해 기획된 책으로 작품 세계와 해설을 상세하게 담았다. 

2. 특히 아동용 문고판이나 반 토막 판본을 읽고 갈증을 느끼던 독자들은 한권으로 충실하게 재탄생한 ‘레미제라블‘을 통해 원작과... ",20181030
64,플랫랜드 (모든 것이 평평한 2차원 세상),http://book.naver.com/bookdb/book_detail.php?bid=6086943,https://bookthumb-phinf.pstatic.net/cover/060/869/06086943.jpg?type=m1&udate=20180619,에드윈 애벗,10000,9000,늘봄,8988151968 9788988151969,"미치광이 정사각형이 들려주는 이상한 나라의 여행기!모든 것이 납작한 평면의 나라 '플랫랜드'에 대한 이야기『플랫랜드』. 1884년에 처음 출간된 환상 여행기의 고전으로, 미치광이 정사각형이 자신이 경험한 여러 차원의 세계에 대해 회상하는 형식이다. 미국 명문 대학들에서 신입생들이 꼭 읽어야 할... ",20090920
65,잃어버린 아이 이야기,http://book.naver.com/bookdb/book_detail.php?bid=12845844,https://bookthumb-phinf.pstatic.net/cover/128/458/12845844.jpg?type=m1&udate=20201123,엘레나 페란테,15500,13950,한길사,8935670448 9788935670444,"우리는 페란테가 써내려간 강렬하지만 섬세한 이야기 속에서 릴라와 레누 사이에 존재하는 우정과 애증은 물론 여성 일반에 내재하는 모순, 여성이 겪는 보편적 경험을 발견한다. 피에트로와 이혼한 레누는 비이성적이고 잔혹한 니노와의 사랑과 섹스에서 빠져나오지 못한다. 개인의 심연을 낱낱이... ",20171220
66,유예 (오상원 중단편선),http://book.naver.com/bookdb/book_detail.php?bid=5232003,https://bookthumb-phinf.pstatic.net/cover/052/320/05232003.jpg?type=m1&udate=20190212,오상원,10000,9000,문학과지성사,8932018863 9788932018867,"문학사 일반의 평가를 고려하면서도, 숨어 있던 명작을 새롭게 발굴해냈다. 또한 기존의 연구 성과를 바탕으로 하면서도, 새로운 시선으로 작품을 읽을 수 있도록 돕는 해설을 곁들였다. 전문가들을 초빙해 엄정하게 텍스트를 확정하였으며, 현대식 맞춤법과 띄어쓰기로 바꿔 썼다.",20081125
67,엄청나게 시끄럽고 믿을 수 없게 가까운,http://book.naver.com/bookdb/book_detail.php?bid=2510003,https://bookthumb-phinf.pstatic.net/cover/025/100/02510003.jpg?type=m1&udate=20190212,조너선 사프란 포어,13000,11700,민음사,8937480972 9788937480973,"드라마 '아이리스'에서 이병헌이 '마음을 치료하는 책'으로 소개하며 화제가 된 그 책!&#x0D;&#x0D;아마추어 발명가이자 탬버린 연주자이며, 셰익스피어의 연극배우, 보석세공사이면서 평화주의자인 오스카는 아홉 살이다. 그리고 그는 뉴욕 구석구석을 뒤져야 하는 매우 긴급하고도 비밀스러운 탐색을 수행... ",20060815
68,친절한 복희씨 (박완서 소설집),http://book.naver.com/bookdb/book_detail.php?bid=3118083,https://bookthumb-phinf.pstatic.net/cover/031/180/03118083.jpg?type=m1&udate=20201118,박완서,13000,11700,문학과지성사,8932018146 9788932018140,"박완서 신작 소설집!

삶의 정곡을 찌르는 재치와 유머, 원숙한 지혜가 담긴 박완서 신작 소설집 『친절한 복희씨』. 2001년 제1회 황순원문학상을 수상한 &lt;그리움을 위하여&gt;와 영화 '친절한 금자씨'의 제목을 패러디한 &lt;친절한 복희씨&gt;를 비롯해, 총 9편의 작품이 수록되어 있다.  

점원 겸... ",20071012
69,"한중록 (내 붓을 들어 한의 세월을 적는다, 오래된 책방04)",http://book.naver.com/bookdb/book_detail.php?bid=133389,https://bookthumb-phinf.pstatic.net/cover/001/333/00133389.jpg?type=m1&udate=20200407,혜경궁 홍씨,11700,10530,서해문집,8974831937 9788974831936,"이 책은 일반 독자층을 대상으로 한 책으로, 전문적인 내용을 비전공인 일반 독자들도 쉽게 이해할 수 있도록 풀어쓴 교양 도서이다.",20031101
70,그 여자네 집 (박완서 소설),http://book.naver.com/bookdb/book_detail.php?bid=2514338,https://bookthumb-phinf.pstatic.net/cover/025/143/02514338.jpg?type=m1&udate=20200305,박완서,12000,10800,문학동네,8954601987 9788954601986,작가 박완서의 진면목을 엿볼 수 있는 단편집!박완서 문학이 지닌 여전한 젊음의 힘을 보여주는 소설집 『그 여자네 집』. 평범하고 일상적인 소재에 서사적인 리듬과 입체적인 의미를 부여하여 다채로운 문학을 탄생시킨 작가 박완서. 이 소설집은 현대문학의 거장으로 자리잡은 그녀의 진면목을 다시 확인할... ,20130604
71,테메레르 1 (왕의 용),http://book.naver.com/bookdb/book_detail.php?bid=2954833,https://bookthumb-phinf.pstatic.net/cover/029/548/02954833.jpg?type=m1&udate=20190212,나오미 노빅,12000,10800,노블마인,8901068389 9788901068381,"나폴레옹 전쟁이 절정이었던 시대, 격렬한 용들의 공중전이 시작된다!

나폴레옹 전쟁이 한창이던 19세기 초, 용과 비행사로 구성된 각국의 공군들이 전쟁에 참전하면서 일어나는 사건들을 다룬 판타지 장편소설. '나폴레옹 시대에 용과 비행사로 구성된 공군이 있었으면 어떻게 되었을까' 라는 가설을... ",20070702
72,이유,http://book.naver.com/bookdb/book_detail.php?bid=1997285,https://bookthumb-phinf.pstatic.net/cover/019/972/01997285.jpg?type=m1&udate=20200526,미야베 미유키,14000,12600,청어람미디어,8989722802 9788989722809,"제120회 '나오키 상' 수상작!『이유』는 '일가족 4인 살인사건'에 초점을 맞추고, 이 사건을 통해 일본 사회에 내재하는 여러 가지 위태로운 현실을 들춰낸다. 이 작품은 단순히 살인사건이라는 범죄를 넘어서서, 하나의 사건에 연류된 수많은 사람들의 관련성을 보여준다. 고이토 누부야스는 거액의 대출을... ",20051220
73,책도둑 1 (마커스 주삭 장편소설),http://book.naver.com/bookdb/book_detail.php?bid=4387954,https://bookthumb-phinf.pstatic.net/cover/043/879/04387954.jpg?type=m1&udate=20201017,마커스 주삭,13000,11700,문학동네,895460496X 9788954604963,사람들은 나를 책도둑이라고 부른다!죽음의 신이 들려주는 세상에서 가장 특별한 도둑 이야기. 제2차 세계대전 당시 독일을 배경으로 전쟁의 비극과 공포 속에서도 말(言)과 책에 대한 사랑으로 삶을 버텨나갈 수 있었던 한 소녀의 이야기를 서정적이고 아름다운 필치로 철학적이고 사색적으로 그려내고 있다.... ,20150212
74,칼에 지다 상,http://book.naver.com/bookdb/book_detail.php?bid=1482909,https://bookthumb-phinf.pstatic.net/cover/014/829/01482909.jpg?type=m1&udate=20190212,아사다 지로,13800,12420,북하우스,8956051070 9788956051079,"&lt;철도원&gt;, &lt;파이란&gt;의 원작자로 우리에게 친숙한 작가 아사다 지로가 20년에 걸쳐 집필한 책으로, 일본에서만 130만부 이상이 팔린 베스트셀러다.
어떤 대의보다 가족을 지키기 위해 어떤 고통이든 감내하는 것이야말로 진정한 무사도가 아니겠냐고 말하는 어수룩한 촌뜨기 무사 이야기를, 한... ",20041209
75,라셀라스 (세계문학전집 126),http://book.naver.com/bookdb/book_detail.php?bid=1937933,https://bookthumb-phinf.pstatic.net/cover/019/379/01937933.jpg?type=m1&udate=20130318,새뮤얼 존슨,11000,9900,민음사,8937461269 9788937461262,부족한 것이 없는 '행복의 골짜기'에 살고 있는 아비시니아의 왕자 라셀라스는 자신을 둘러싼 이 행복에 의심을 품고 '골짜기 너머의 삶' 속에 벌어지는 인간들의 일반적인 운명을 탐색하기로 한다. 그리고 이 여정에 온갖 학문을 섭렵하고 은둔하며 사는 학자 이믈락과 그의 여동생 네카야 공주가 함께하게 된다.... ,20051025
76,능소화 (4백 년 전에 부친 편지),http://book.naver.com/bookdb/book_detail.php?bid=2520589,https://bookthumb-phinf.pstatic.net/cover/025/205/02520589.jpg?type=m1&udate=20200707,조두진,9000,8100,위즈덤하우스,8959131768 9788959131761,"능소화 꽃향기를 타고 4백 년 시공을 뛰어넘은 슬픈 사랑이 펼쳐진다!

일본인의 입장에서 임진왜란을 묘사한 &lt;도모유키&gt;로 2005년 한겨레 문학상을 수상한 작가 조두진의 두 번째 소설. 능소화 피던 날 만나 능소화 만발한 여름날 이별한 응태와 여늬의 애틋한 사랑 이야기를 감정이 절제된, 작가 특유의... ",20060920
77,칼에 지다 하,http://book.naver.com/bookdb/book_detail.php?bid=1482910,https://bookthumb-phinf.pstatic.net/cover/014/829/01482910.jpg?type=m1&udate=20190212,아사다 지로,13800,12420,북하우스,8956051089 9788956051086,"&lt;철도원&gt;, &lt;파이란&gt;의 원작자로 우리에게 친숙한 작가 아사다 지로가 20년에 걸쳐 집필한 책으로, 일본에서만 130만부 이상이 팔린 베스트셀러다.
어떤 대의보다 가족을 지키기 위해 어떤 고통이든 감내하는 것이야말로 진정한 무사도가 아니겠냐고 말하는 어수룩한 촌뜨기 무사 이야기를, 한... ",20041209
78,"여기, 우리가 만나는 곳",http://book.naver.com/bookdb/book_detail.php?bid=2119258,https://bookthumb-phinf.pstatic.net/cover/021/192/02119258.jpg?type=m1&udate=20200305,존 버거,15000,13500,열화당,8930101836 9788930101837,"미술평론가, 사진이론가, 다큐멘터리 작가, 사회비평가, 화가, 시인 등으로 다양하게 활동해온 영국 작가 존 버거의 자전적 소설. 작가와 같은 이름과 나이, 배경을 지닌 주인공이 리스본, 제네바, 마드리드 등 유럽의 여러 장소를 다니면서 죽은 자들과 만나고 대화한다.

돌아가신 부모, 옛 스승, 친구와 애인... ",20180705
79,"국경의 남쪽, 태양의 서쪽",http://book.naver.com/bookdb/book_detail.php?bid=2512578,https://bookthumb-phinf.pstatic.net/cover/025/125/02512578.jpg?type=m1&udate=20190212,무라카미 하루키,13800,12420,문학사상사,8970127631 9788970127637,"엇갈린 운명의 연인들, 그 '과거' 때문에 슬픈 사랑 이야기

&lt;상실의 시대&gt;, &lt;태엽감는 새&gt;, &lt;해변의 카프카&gt; 등으로 잘 알려진 무라카미 하루키 장편소설. '연애와 실연 그리고 상실'을 모티브로 한 작품들이 &lt;국경의 남쪽 태양의 서쪽&gt;을 정점으로 상처의 아픔을 치유하고 구원의 길을 제시하게... ",20060821
