,title,link,image,author,price,discount,publisher,isbn,description,pubdate
158,나는 고양이로소이다,http://book.naver.com/bookdb/book_detail.php?bid=20275,https://bookthumb-phinf.pstatic.net/cover/000/202/00020275.jpg?type=m1&udate=20130203,나쓰메 소세키,12000,10800,문학사상사,8970122648 9788970122649,일본 문학 100년사상 최고의 국민작가로 칭송되는 저 자의 소설로 고양이 눈에 비친 웃기는 인간과 한심한 세상을 통렬하게 비판했다. 종횡무진의 풍자와 해학이인간심리의 이면을 시원하게 꿰뚫면서 지식인들의 고 답적인 세계와 근대인의 불안과 고뇌를 그렸다.,20160922
159,사쿠라장의 애완 그녀 4,http://book.naver.com/bookdb/book_detail.php?bid=6859961,https://bookthumb-phinf.pstatic.net/cover/068/599/06859961.jpg?type=m1&udate=20120312,카모시다 하지메,6500,5850,디앤씨미디어,8926792412 9788926792414,"라고 분발했지만, 입사 다음날 무시무시한 사실이 발각되는데...2권변태와 천재와 일반인이 만들어내는, 청춘학원 러브 코미디 제2탄. 학원 괴짜들의 소굴 '사쿠라장'에서 천재화가 마시로의 “보모역”을 하고 있는 나. 어떻게든 마시로에게 일반 상식을 가르치기 위해 매일 같이 분투하고 있지만, 그 생활 파탄... ",20120310
160,티티새,http://book.naver.com/bookdb/book_detail.php?bid=123946,https://bookthumb-phinf.pstatic.net/cover/001/239/00123946.jpg?type=m1&udate=20201119,요시모토 바나나,10000,9000,민음사,8937480166 9788937480164,티티새는 죽음의 저편에서만 세상을 바라보던 주인공 '츠구미'(이름의 뜻을 풀면  티티새가 됩니다. 개똥지빠귀라고 하면 더 친숙할까요.)가 첫사랑을 가슴에 안으면서 그 힘으로 죽음의 이편에서 세상을 보듬게 되는 이야기 입니다. 이 작품은 작가의 데뷔 작품집 '키친'에 이어 1988년 에 발표된 첫 장편... ,20030510
161,핑퐁 (PingPong),http://book.naver.com/bookdb/book_detail.php?bid=2521163,https://bookthumb-phinf.pstatic.net/cover/025/211/02521163.jpg?type=m1&udate=20190212,박민규,14000,12600,창비,8936433555 9788936433550,"세계가 '깜빡'한 왕따들, 인류의 운명을 걸고 탁구를 치다!

2003년 &lt;지구영웅전설&gt;, &lt;삼미 슈퍼스타즈의 마지막 팬클럽&gt;으로 등단한 박민규의 신작 장편소설. 왕따 중학생들이 탁구를 하게 되면서 벌어지는 에피소드를 담았다. 「창작과비평」에 연재한 작품에 연재원고보다 100매 정도를 추가하고... ",20060925
162,푸르른 틈새,http://book.naver.com/bookdb/book_detail.php?bid=3014697,https://bookthumb-phinf.pstatic.net/cover/030/146/03014697.jpg?type=m1&udate=20190201,권여선,12000,10800,문학동네,8954602789 9788954602785,"1996년 &lt;푸르른 틈새&gt;로 제2회 상상문학상을 수상하면서 등단한 권여선 장편소설. 젊음의 슬픔과 방황, 그 소진과 성숙의 의미를 독특하게 그려낸 성장소설로, 80년대를 통과한 스무 살 젊음의 고뇌와 방황을 담담하게 그려낸다. 남루할 정도로 생생하게 그려지는 인물들이 격조 있는 문체와 절묘하게... ",20070727
163,언젠가 기억에서 사라진다 해도,http://book.naver.com/bookdb/book_detail.php?bid=2528624,https://bookthumb-phinf.pstatic.net/cover/025/286/02528624.jpg?type=m1&udate=20200819,에쿠니 가오리,9000,8100,소담출판사,8973818813 9788973818815,"열일곱 살, 여고생들의 섬세한 이야기들&lt;냉정과 열정사이&gt;, &lt;반짝반짝 빛나는&gt;, &lt;도쿄 타워&gt;의 작가 에쿠니 가오리의 단편집. 의미조차 규정할 수 없는 감정과 경험들 속에서 허우적거리는 소녀들의 성장통을, 작가 특유의 섬세하고 세련된 화법으로 들려주고 있다.

이번 단편집은 버스에서... ",20061030
164,녹천에는 똥이 많다,http://book.naver.com/bookdb/book_detail.php?bid=121747,https://bookthumb-phinf.pstatic.net/cover/001/217/00121747.jpg?type=m1&udate=20180708,이창동,10000,9000,문학과지성사,8932005796 9788932005799,이 책은 일반 독자들을 대상으로 집필한 소설이다.,19921201
165,뱀에게 피어싱 (가네하라 히토미 소설),http://book.naver.com/bookdb/book_detail.php?bid=158009,https://bookthumb-phinf.pstatic.net/cover/001/580/00158009.jpg?type=m1&udate=20190201,가네하라 히토미,10000,9000,문학동네,8982818545 9788982818547,20세의 나이로 일본 최고 권위의 문학상인 아쿠타가와 상을 수상하며 일본 문단에 파란을 일으킨 가네하라 히토미의 소설. 피어싱과 문신이라는 파격적인 내용 외에도 작가의 화려한 외모와 특이한 전력으로 많은 관심을 끌었던 작품이다. &#x0D;&#x0D;주인공 루이는 클럽에서 만난 아마의 스플릿 텅에 매료되어... ,20040730
166,일곱명의 술래잡기,http://book.naver.com/bookdb/book_detail.php?bid=7125266,https://bookthumb-phinf.pstatic.net/cover/071/252/07125266.jpg?type=m1&udate=20200227,미쓰다 신조,13800,12420,북로드,8991239951 9788991239951,"그러나 그 독특한 세계관과 복잡한 인물관계, 그리고 민속적인 분위기 때문에 일반 독자에게는 다소 난해하다는 평을 받기도 했다. 『일곱 명의 술래잡기』는 저자 특유의 분위기는 유지하면서도 도시를 배경으로 그의 세계관을 훨씬 대중적으로 풀어낸 작품이다. 미쓰다 신조의 작품을 좋아하는 독자에게는... ",20130111
167,슬픈 예감,http://book.naver.com/bookdb/book_detail.php?bid=2749548,https://bookthumb-phinf.pstatic.net/cover/027/495/02749548.jpg?type=m1&udate=20150719,요시모토 바나나,11000,9900,민음사,893748112X 9788937481123,"요시모토 바나나의 젊은 시절을 대표하는 첫 장편소설유년 시절의 추억과 가족을 잃은 슬픔, 그리고 이루어질 수 없는 사랑이 한 폭의 수채화처럼 펼쳐지는 소설. &lt;키친&gt;, &lt;티티새&gt;의 작가, 요시모토 바나나의 첫 장편소설로, 어렸을 적 불의의 교통사고로 부모님을 잃고 기억상실증에 걸린 한 소녀가... ",20070309
168,The Great Gatsby,http://book.naver.com/bookdb/book_detail.php?bid=13439056,https://bookthumb-phinf.pstatic.net/cover/134/390/13439056.jpg?type=m1&udate=20181227,F. Scott Fitzgerald,15000,13500,북플랜트,8953947960 9788953947962,"- 주석을 통해 중요한 문법적 내용과 문학적 표현을 쉽게 익힐 수 있습니다.&#x0D;- 영문학 전공 대학생뿐 아니라 일반 성인이나 중고등학생에게 원서 읽기에 흥미를 줍니다.&#x0D;- 자세한 작품해설을 통해 작가의 의도뿐 아니라, 문화, 사회, 경제적 배경 지식을 습득하고 작품에 대한 이해도를 높일 수... ",20180228
169,문학을 사랑하는 젊은이들에게 (박경리의 문학이야기),http://book.naver.com/bookdb/book_detail.php?bid=132983,https://bookthumb-phinf.pstatic.net/cover/001/329/00132983.jpg?type=m1&udate=20200305,박경리,9000,8100,현대문학,8972752576 9788972752578,"이 책은 일반 독자층을 대상으로 한 책으로, 전문적인 내용을 비전공인 일반 독자들도 쉽게 이해할 수 있도록 풀어쓴 교양 도서이다.",20030429
170,사쿠라장의 애완 그녀 7,http://book.naver.com/bookdb/book_detail.php?bid=7054251,https://bookthumb-phinf.pstatic.net/cover/070/542/07054251.jpg?type=m1&udate=20130405,카모시다 하지메,6800,6120,디앤씨미디어,892679329X 9788926793299,"2권변태와 천재와 일반인이 만들어내는, 청춘학원 러브 코미디 제2탄. 학원 괴짜들의 소굴 '사쿠라장'에서 천재화가 마시로의 “보모역”을 하고 있는 나. 어떻게든 마시로에게 일반 상식을 가르치기 위해... 천재와 일반인이 만들어내는 청춘학원 러브 코미디 단편집.7권놀라움과 함께 시작된 새 학기, 내 앞에... ",20121110
171,유쾌한 하녀 마리사 (천명관 소설),http://book.naver.com/bookdb/book_detail.php?bid=3105247,https://bookthumb-phinf.pstatic.net/cover/031/052/03105247.jpg?type=m1&udate=20071206,천명관,13000,11700,문학동네,8954603971 9788954603973,"&lt;고래&gt;의 작가, 천명관 첫 소설집!

'짐작할 수 없는 일들의 아이러니'에 대한 유머러스한 보고서. &lt;고래&gt;의 작가 천명관의 첫 소설집으로, 작가의 데뷔작이자 2003년 문학동네신인상 수상작인 &lt;프랭크와 나&gt;를 비롯, 지금까지 발표한 열한 편의 중단편이 수록되어 있다. 

&lt;고래&gt;가 온갖 기담과... ",20070920
172,사쿠라장의 애완 그녀 1,http://book.naver.com/bookdb/book_detail.php?bid=6729072,https://bookthumb-phinf.pstatic.net/cover/067/290/06729072.jpg?type=m1&udate=20111101,카모시다 하지메,6500,5850,디앤씨미디어,8926791904 9788926791905,"라고 분발했지만, 입사 다음날 무시무시한 사실이 발각되는데...2권변태와 천재와 일반인이 만들어내는, 청춘학원 러브 코미디 제2탄. 학원 괴짜들의 소굴 '사쿠라장'에서 천재화가 마시로의 “보모역”을 하고 있는 나. 어떻게든 마시로에게 일반 상식을 가르치기 위해 매일 같이 분투하고 있지만, 그 생활 파탄... ",20110910
173,"라일락 피면 (창비청소년문학 4,10대의 선택에 관한 여덟 편의 이야기)",http://book.naver.com/bookdb/book_detail.php?bid=3122644,https://bookthumb-phinf.pstatic.net/cover/031/226/03122644.jpg?type=m1&udate=20150731,공선옥|방미진|성석제|오수연|오진원,10000,9000,창비,8936456040 9788936456047,"신진 동화작가인 방미진은 깜찍 발랄한 중딩의 수다 잔치를 통해 생생한 인간 군상을 보여주었고, 오진원과 조은이는 동화에서는 잘 다루지 않는 주제에 도전하여 아동문학과 일반문학의 성공적 교집합을 선보였다는 평을 받았다. 

『라일락 피면』에 수록된 작가들은 청소년들에게 특정한 메시지를 던지는... ",20071015
174,아르헨티나 할머니,http://book.naver.com/bookdb/book_detail.php?bid=2883922,https://bookthumb-phinf.pstatic.net/cover/028/839/02883922.jpg?type=m1&udate=20190827,요시모토 바나나,8000,7200,민음사,8937481103 9788937481109,"아르헨티나 할머니와 함께 상실의 아픔을 치유하다!&lt;키친&gt;, &lt;티티새&gt;의 작가, 요시모토 바나나의 신작 소설. 어머니를 잃고 슬픔에 잠긴 소녀가 아르헨티나 할머니라는 수수께끼의 여인을 만나 상처를 치유하는 과정을 특유의 동화적인 색채와 섬세한 문체로 그려내고 있다. 또한, 세계적인... ",20070410
175,호두까기 인형과 생쥐 왕,http://book.naver.com/bookdb/book_detail.php?bid=14366246,https://bookthumb-phinf.pstatic.net/cover/143/662/14366246.jpg?type=m1&udate=20200305,에른스트 테오도어 아마데우스 호프만,9800,8820,교보문고,1159099502 9791159099502,"어린이와 어른, 동화책과 일반문학의 경계를 허물어 누구나 읽을 수 있는 작품을 선보이는 「교보클래식」의 첫 번째 작품은 『호두까기 인형과 생쥐 왕』이다.

매년 연말 전 세계 주요 공연장의 레퍼토리로 자리 잡은 《호두까기 인형》의 원작 동화로, 18~19세기에 활동한 독일 낭만주의 대표작가 에른스트... ",20181210
176,의대생 다이어리 (イダジョ! ?大女子),http://book.naver.com/bookdb/book_detail.php?bid=16264112,https://bookthumb-phinf.pstatic.net/cover/162/641/16264112.jpg?type=m1&udate=20200225,도게 유미,12800,11520,스토리컴퍼니,1187239666 9791187239666,"여)” “의사가 되어야지 하고 처음 마음먹은 그때가 떠오르는 행복한 소설이었어요. 핑크빛 캠퍼스 커플의 앞으로의 이야기도 궁금합니다(사립의대 3학년생, 여)” 등 데뷔작답지 않은 탄탄한 완성도와 생생한 현장감을 무기로 출간 즉시 일반 독자는 물론이고 현역 의대생 및 의사들의 공감과 찬사 세례를 받았다.",20200214
177,사쿠라장의 애완 그녀 5.5,http://book.naver.com/bookdb/book_detail.php?bid=7004874,https://bookthumb-phinf.pstatic.net/cover/070/048/07004874.jpg?type=m1&udate=20200407,카모시다 하지메,6500,5850,디앤씨미디어,8926793036 9788926793039,"2권
변태와 천재와 일반인이 만들어내는, 청춘학원 러브 코미디 제2탄. 학원 괴짜들의 소굴 '사쿠라장'에서 천재화가 마시로의 “보모역”을 하고 있는 나. 어떻게든 마시로에게 일반 상식을 가르치기... 천재와 일반인이 만들어내는 청춘학원 러브 코미디 단편집.

7권
놀라움과 함께 시작된 새 학기, 내 앞에... ",20120910
178,바리데기,http://book.naver.com/bookdb/book_detail.php?bid=15074320,https://bookthumb-phinf.pstatic.net/cover/150/743/15074320.jpg?type=m1&udate=20200305,김석출,9000,8100,돌베개,8971999683 9788971999684,"하지만 굿판에 참여한 사람들 가운데 일반 청중에게는 「바리데기」 텍스트가 갖는 문학적, 오락적 성격이 보다 크게 작용할 수 있다. 조선 시대에 다양한 기록문학에서 소외되었던 하층민, 특히 여성들에게, 굿판에서 구연되는 「바리데기」 텍스트는 종교의 영역을 넘어 흥미 있는 문학이었다. 무속이라는... ",20190628
179,금강 10 (5부 영은),http://book.naver.com/bookdb/book_detail.php?bid=16125129,https://bookthumb-phinf.pstatic.net/cover/161/251/16125129.jpg?type=m1&udate=20200120,김홍정,14000,12600,솔,1160201196 9791160201192,"그리고 영은은 수련을 도와 오갈 데 없는 아이들을 모성母性으로서 돌보는 한편, 천주교의 기도서인 『게십이장偈十二章』을 깊이 이해하고 이를 바탕으로 피폐한 일반 백성들의 정신적인 지주 역할을 도맡는다. 
자신의 신념을 관철시키는 데 주저함이 없었던 다섯 명의 여성들은 한국소설사의 주된 남성... ",20200205
180,사쿠라장의 애완 그녀 2,http://book.naver.com/bookdb/book_detail.php?bid=6764768,https://bookthumb-phinf.pstatic.net/cover/067/647/06764768.jpg?type=m1&udate=20111101,카모시다 하지메,6500,5850,디앤씨미디어,8926792099 9788926792094,"어떻게든 마시로에게 일반 상식을 가르치기 위해 매일 같이 분투하고 있지만, 그 생활 파탄 레벨은 역시 보모가 필요한 레벨이다. 그러던 중 찾아온 여름방학, 같은 반이자 성우지망생인 나나미가 기숙사로 이사 온다. 바른 성격인 나나미에게 “펫과 주인”이라는 마시로와의 관계를 감추고 싶었지만, 미사키... ",20111110
181,금강 8 (4부 수련),http://book.naver.com/bookdb/book_detail.php?bid=16125124,https://bookthumb-phinf.pstatic.net/cover/161/251/16125124.jpg?type=m1&udate=20200120,김홍정,14000,12600,솔,116020117X 9791160201178,"그리고 영은은 수련을 도와 오갈 데 없는 아이들을 모성母性으로서 돌보는 한편, 천주교의 기도서인 『게십이장偈十二章』을 깊이 이해하고 이를 바탕으로 피폐한 일반 백성들의 정신적인 지주 역할을 도맡는다. 
자신의 신념을 관철시키는 데 주저함이 없었던 다섯 명의 여성들은 한국소설사의 주된 남성... ",20200205
182,금강 7 (4부 수련),http://book.naver.com/bookdb/book_detail.php?bid=16125122,https://bookthumb-phinf.pstatic.net/cover/161/251/16125122.jpg?type=m1&udate=20200121,김홍정,14000,12600,솔,1160201161 9791160201161,"그리고 영은은 수련을 도와 오갈 데 없는 아이들을 모성母性으로서 돌보는 한편, 천주교의 기도서인 『게십이장偈十二章』을 깊이 이해하고 이를 바탕으로 피폐한 일반 백성들의 정신적인 지주 역할을 도맡는다.  자신의 신념을 관철시키는 데 주저함이 없었던 다섯 명의 여성들은 한국소설사의 주된 남성... ",20200205
183,유리알 유희,http://book.naver.com/bookdb/book_detail.php?bid=7311711,https://bookthumb-phinf.pstatic.net/cover/073/117/07311711.jpg?type=m1&udate=20200305,헤르만 헤세,23000,20700,현대문학,8972756326 9788972756323,"유토피아 소설 『유리알 유희』. 크게 세 부분으로 나눌 수 있는 이 소설은  맨 처음 유리알 유희에 대한 긴 개론으로 시작한다. 유리알 유희의 성격을 규정하기 위해 그것이 출현할 수밖에 없었던 20세기 정신문화 타락의 실체가 설명되고, '잡문 시대'라고 규정된 그 시대의 한계를 극복하고자 유리알 유희 교단이... ",20130923
184,자정의 픽션,http://book.naver.com/bookdb/book_detail.php?bid=2534195,https://bookthumb-phinf.pstatic.net/cover/025/341/02534195.jpg?type=m1&udate=20190212,박형서,12000,10800,문학과지성사,8932017360 9788932017365,"주목 받는 젊은 작가 박형서의 새 소설집. 2003년 첫번째 소설집 『토끼를 기르기 전에 알아두어야 할 것들』(문학과지성사)이후 3년 만의 두번째 소설집이다. 72년생인 작가 박형서는 동세대 작가인 김중혁, 이기호, 편혜영 등과 함께 한국 문단에 젊은 숨결을 불어넣으며 새로운 가능성을 열어나가는 신세대... ",20061030
185,최강 마법사의 은둔계획 1,http://book.naver.com/bookdb/book_detail.php?bid=13911693,https://bookthumb-phinf.pstatic.net/cover/139/116/13911693.jpg?type=m1&udate=20181015,이즈시로,10000,9000,영상출판미디어(영상노트),1131986016 9791131986011,"우여곡절 끝에 그는 교환조건으로 신분을 숨긴 채 일반 학생으로 마법학원에 다니며 후임을 육성하기로 한다.
모든 것은 평온한 은둔생활을 쟁취하기 위해! 미소녀 마법사들을 육성하며 뒤편에서는 마물 토벌로 분주한 아르스의 영웅담이, 지금 시작된다!",20180830
186,금강 9 (5부 영은),http://book.naver.com/bookdb/book_detail.php?bid=16125125,https://bookthumb-phinf.pstatic.net/cover/161/251/16125125.jpg?type=m1&udate=20200120,김홍정,14000,12600,솔,1160201188 9791160201185,"그리고 영은은 수련을 도와 오갈 데 없는 아이들을 모성母性으로서 돌보는 한편, 천주교의 기도서인 『게십이장偈十二章』을 깊이 이해하고 이를 바탕으로 피폐한 일반 백성들의 정신적인 지주 역할을 도맡는다. 
자신의 신념을 관철시키는 데 주저함이 없었던 다섯 명의 여성들은 한국소설사의 주된 남성... ",20200205
187,마지막 왕자,http://book.naver.com/bookdb/book_detail.php?bid=2955612,https://bookthumb-phinf.pstatic.net/cover/029/556/02955612.jpg?type=m1&udate=20190202,강숙인,12500,11250,푸른책들,8957980938 9788957980934,"신라의 마지막 왕인 경순왕의 아들, 마의태자를 재해석한 책. 마의태자는 신라가 쇠약해져서 아버지인 경순왕이 고려에 나라를 바치는 것에 반대하다 실패하자 금강산에서 홀로 생을 마친 비운의 왕자로 알려져 있다. 작가는 이러한 마의태자를 이미지를 탈피해 신라 유민들과 함께 신라부흥운동을 모색한... ",20140325
188,테리 이글턴의 문학이론 입문,http://book.naver.com/bookdb/book_detail.php?bid=37137,https://bookthumb-phinf.pstatic.net/cover/000/371/00037137.jpg?type=m1&udate=20190206,테리 이글턴,19000,17100,인간사랑,8974188066 9788974188061,"현대의 문학이론에 대해 포괄적으로 설명한 이론서. 서론에서 &lt;문학이론이란 무엇인가?&gt;, &lt;문학이란 무엇인가?&gt;에 대해서 중점적으로 논하고 1장에서는 낭만주의 시대와 빅토리아조 시대의 영문학 연구/교육의 상황을 기술했으며 제2-5장에서는 문학이론의 여러 갈래들을 사회비평적 입장에서... ",20060729
189,박완서 단편소설 전집 박스 세트 (전7권),http://book.naver.com/bookdb/book_detail.php?bid=2514860,https://bookthumb-phinf.pstatic.net/cover/025/148/02514860.jpg?type=m1&udate=20060901,박완서,91000,81900,문학동네,8954601928 9788954601924,"소설가 박완서의 단편소설 전집 세트(전6권). 이번 개정판에는 1998년 「창작과비평사」에서 나왔던 &lt;너무도 쓸쓸한 당신&gt;이 추가되어, 1971년 3월부터 1998년 11월까지 발표된 박완서의 단편소설이 총망라되어 있다. 총 여섯 권으로 이루어져 있으며, 각각의 작품은 발표시기 순으로 나누어 수록하였다.... ",20130604
190,돌아온 꼬마 니콜라 (전5권 합본),http://book.naver.com/bookdb/book_detail.php?bid=7448902,https://bookthumb-phinf.pstatic.net/cover/074/489/07448902.jpg?type=m1&udate=20160723,르네 고시니,33000,29700,문학동네,8954623611 9788954623612,《돌아온 꼬마 니콜라》 시리즈의 이야기를 매끄럽게 다듬고 유머와 풍자의 정수를 보여주는 삽화를 추려 정리해 니콜라와 헤어지기 아쉬운 독자들은 물론 일반 독자들에게도 걸작의 명성을 확인하는 즐거움을 전한다. 조르푸아의 아이디어로 니콜라와 친구들은 ‘천하무적’이라는 조직을 결성한다. 학교가... ,20140305
191,에도가와 란포 결정판 1,http://book.naver.com/bookdb/book_detail.php?bid=10120932,https://bookthumb-phinf.pstatic.net/cover/101/209/10120932.jpg?type=m1&udate=20160719,에도가와 란포,22000,19800,검은숲,895277549X 9788952775498,"제1권에는 란포가 일반 대중을 대상으로 연재한 첫 번째 장편소설로 국내 최초로 번역 출간되는 《거미남》과 란포의 대표 걸작으로 이견이 없는 《오시에과 여행하는 남자》, 《애벌레》, 《천장 위의 산책자》 등 모두 4편의 작품이 수록되어 있다. 에도가와 란포를 대중에게 사랑받는 히트작가로 부상시킨... ",20160120
192,도연명 전집 2 (지식을만드는지식 문집),http://book.naver.com/bookdb/book_detail.php?bid=16369405,https://bookthumb-phinf.pstatic.net/cover/163/694/16369405.jpg?type=m1&udate=20200601,도연명,24800,22320,지식을만드는지식,1128853604 9791128853609,"꼼꼼한 주석과 정확한 번역, 각 작품에 대한 해설은 물론, 최근의 연구 성과들을 반영한 상세한 전체 해설을 통해 일반 독자들도 쉽게 작품을 즐길 수 있게 했다. 

부록에서는 도연명에 대한 여러 문헌상의 기록을 제공하고, 특히 최근 학계에서 주목받고 있는 중국 학자 위안싱페이의 논문을 함께 소개해 도연명에... ",20200528
193,아웃랜더 3,http://book.naver.com/bookdb/book_detail.php?bid=1508770,https://bookthumb-phinf.pstatic.net/cover/015/087/01508770.jpg?type=m1&udate=20191018,다이애너 개벌든,12000,10800,현대문화센타,8974282666 9788974282660,"1945년, 종군 간호사 생활을 마치고 전쟁터에서 돌아와 남편과 함께 신혼생활을 맞이하는 클레어 랜들. 어느 날, 고대 돌기둥을 만져보던 그녀는 잉글랜드 사람들을 이방인 취급하는 200년 전, 서기 1743년의 시간 속으로 빠져들어 또 하나의 다른 인생을 살게 된다.  그녀의 삶을 위협하는 지주의 음모와 정탐... ",20050211
194,The Old Man and the Sea,http://book.naver.com/bookdb/book_detail.php?bid=13439057,https://bookthumb-phinf.pstatic.net/cover/134/390/13439057.jpg?type=m1&udate=20181017,Ernest Hemingway,13000,11700,북플랜트,8953947979 9788953947979,"- 주석을 통해 중요한 문법적 내용과 문학적 표현을 쉽게 익힐 수 있습니다.&#x0D;- 영문학 전공 대학생뿐 아니라 일반 성인이나 중고등학생에게 원서 읽기에 흥미를 줍니다.&#x0D;- 자세한 작품해설을 통해 작가의 의도뿐 아니라, 문화, 사회, 경제적 배경 지식을 습득하고 작품에 대한 이해도를 높일 수... ",20180228
195,미국의 송어 낚시,http://book.naver.com/bookdb/book_detail.php?bid=2539372,https://bookthumb-phinf.pstatic.net/cover/025/393/02539372.jpg?type=m1&udate=20190212,리처드 브라우티건,12000,10800,비채,8992036248 9788992036245,"사라진 꿈과 희망을 찾기 위해 떠나는 송어낚시 여행

20세기 미국 문학의 거장 브라우티건의 대표작. 1960년대 미국의 젊은이를 사로잡은 목가주의적 생태소설로, 꿈을 잃어버린 미국 산업사회를 절제된 언어, 날카로운 풍자와 해학으로 그려내고 있다. 잃어버린 어린 시절의 목가적 꿈을 찾아 아내와 어린 딸을... ",20131004
196,미나 (김사과 장편소설),http://book.naver.com/bookdb/book_detail.php?bid=4376113,https://bookthumb-phinf.pstatic.net/cover/043/761/04376113.jpg?type=m1&udate=20210112,김사과,13000,11700,창비,893643361X 9788936433611,"나는 널 좋아하지 않아. 미나야, 너도 알잖아?
 
2005년 단편소설 &lt;영이&gt;로 창비신인소설상을 수상한 김사과의 첫번째 장편소설. 오늘날 십대들이 내뱉는 수많은 말과 말 사이 충동적인 행동들로 가득한 이 장편은 어느 작가보다 그 세대에 밀착되어 있는 젊은 작가의 작품이자, 또한 한국문단에서 지금껏... ",20080104
197,도연명 전집 1 (지식을만드는지식 문집),http://book.naver.com/bookdb/book_detail.php?bid=16369403,https://bookthumb-phinf.pstatic.net/cover/163/694/16369403.jpg?type=m1&udate=20200601,도연명,32800,29520,지식을만드는지식,1128853566 9791128853562,"꼼꼼한 주석과 정확한 번역, 각 작품에 대한 해설은 물론, 최근의 연구 성과들을 반영한 상세한 전체 해설을 통해 일반 독자들도 쉽게 작품을 즐길 수 있게 했다. 부록에서는 도연명에 대한 여러 문헌상의 기록을 제공하고, 특히 최근 학계에서 주목받고 있는 중국 학자 위안싱페이의 논문을 함께 소개해... ",20200528
198,도연명 전집 (대산세계문학총서 38),http://book.naver.com/bookdb/book_detail.php?bid=1514605,https://bookthumb-phinf.pstatic.net/cover/015/146/01514605.jpg?type=m1&udate=20150721,도연명,20000,18000,문학과지성사,8932015783 9788932015781,"경북대학교 이치수 교수의 현대적 번역과 한시의 풍모를 조화시킨 편집으로 가독성을 높였으며,  국내외에서 발간된 도연명 관련 서적을 두루 참조해 가능한 한 새로운 연구성과를 반영하였다. 여기에 해설자의 자세한 해설과 시구, 문구 색인 등은 일반 독자 뿐 아니라 연구자들에게 매우 유용할 것으로 보인다.",20050222
